1890200;Закарпатська;;;м.;Мукачево;Кирила і Мефодія;площа;18/2;89600;allo;;07/01/05 від 11.01.2021;;89600, Закарпатська обл., м.Мукачево, площа Кирила і Мефодія, 18/2;3130;;2110400000;15802285;UA21040150000092428;2021.07.08 19:25:39
1890201;Львівська;;;м.;Самбір;Сагайдачного;вулиця;2, прим.2;81400;allo;;07/01/05 від 11.01.2021;;81400, Львівська обл., м.Самбір, вул.Сагайдачного, 2, прим.2;3141;;4610900000;15802286;UA46080130000077112;2021.07.08 19:25:39
1890202;Хмельницька;;;м.;Нетішин;НЕЗАЛЕЖНОСТІ;проспект;19-А;30100;allo;;07/01/05 від 11.01.2021;;30100, Хмельницька обл., м.Нетішин, проспект Незалежності, 19-А;3145;;6810500000;15802287;UA68060170000075276;2021.07.08 19:25:39
1890203;Одеська;;;м.;Южне;Григорівського десанту;вулиця;34/1;65481;allo;;№ 18/01/05 від 18.01.2021;;65481, Одеська обл., м.Южне, вул. Григорівського десанту, 34/1;;;5111700000;15802288;UA51100410000059549;2021.07.08 19:25:39
1890204;Закарпатська;Рахівський;;м.;Рахів;Миру;вулиця;40;90600;allo;;№ 18/01/05 від 18.01.2021;;90600, Закарпатська обл., Рахівський р-н., м.Рахів, вул.Миру, 40;;;2123610100;15802289;UA21060050000029937;2021.07.08 19:25:39
1890205;Івано-Франківська;;;м.;Калуш;ЛЕСІ УКРАЇНКИ;проспект;15-А;77304;allo;;№ 18/01/05 від 18.01.2021;;77304, Івано-Франківська обл., м.Калуш, проспект Лесі Українки, 15-А;;;2610400000;15802290;UA26060170000091466;2021.07.08 19:25:39
1890206;Львівська;;;м.;Стрий;майдан Ринок;;25;82402;allo;;№ 18/01/05 від 18.01.2021;;82402, Львівська обл., м.Стрий, майдан Ринок, 25;;;4611200000;15802291;UA46100230000047305;2021.07.08 19:25:39
1890207;Донецька;;;м.;Покровськ;Європейська;вулиця;25/2;85302;allo;;№ 18/01/05 від 18.01.2021;;85302, Донецька обл., м Покровськ, вул.Європейська, 25/2;;;1413200000;15802292;UA14160210000011148;2021.07.08 19:25:39
1890208;Волинська;;;м.;Володимир-Волинський;КНЯЗЯ ВАСИЛЬКА;вулиця;1-А;44702;allo;;№ 18/01/05 від 18.01.2021;;44702, Волинська обл., м.Володимир-Волинський, вул.Князя Василька, 1-А;;;0710200000;15802293;UA07020010000096841;2021.07.08 19:25:39
1890209;;;Шевченківський;м.;Київ;Юрія Іллєнка;вулиця;1–Ц;42001;allo;;№ 18/01/05 від 18.01.2021;;42001, м.Київ, Шевченківський р-н., вул.Юрія Іллєнка, 1–Ц;;;8039100000;15802294;UA80000000001078669;2021.07.08 19:25:39
1890210;Херсонська;;;м.;Нова Каховка;Французька;вулиця;55;74900;allo;;№ 18/01/05 від 18.01.2021;;74900, Херсонська обл., м.Нова Каховка, вул.Французька, 55;;;6510700000;15802295;UA65060170000032937;2021.07.08 19:25:39
1890211;Київська;Миронівський;;м.;Миронівка;40-річчя Перемоги;вулиця;(біля автовокзалу);08801;allo;;№ 18/01/05 від 18.01.2021;;08801, Київська обл., Миронівський р-н., м.Миронівка, вул.40-річчя Перемоги(біля автовокзалу);;;3222910100;15802296;UA32120090000034281;2021.07.08 19:25:39
1890212;Черкаська;;;м.;Сміла;Соборна;вулиця;91-Б 4;20701;allo;;№ 18/01/05 від 18.01.2021;;20701, Черкаська обл., м.Сміла, вул. Соборна, 91-Б 4;1976;;7110500000;15802297;UA71080390000078978;2021.07.08 19:25:39
1890213;Черкаська;;Соснівський;м.;Черкаси;Смілянська;вулиця;38;18001;allo;;№ 18/01/05 від 18.01.2021;;18001, Черкаська обл., м.Черкаси, Соснівський р-н.,  вул.Смілянська, 38;;;7110136700;15802298;UA71080490010259590;2021.07.08 19:25:39
1890214;Дніпропетровська;;Новокодацький;м.;Дніпро;Парусний;провулок;14-А;49018;allo;;№ 18/01/05 від 18.01.2021;;49018, Дніпропетровська обл, м.Дніпро, Новокодацький р-н.,  провулок Парусний, 14-А;;;1210138100;15802299;UA12020010010350200;2021.07.08 19:25:39
1010040;Волинська;Володимир-Волинський;;м.;Володимир-Волинський;20 липня;вулиця;8А;44702;Делівері Авто;;№ 08/09 від 19.09.2016;40851647;44702, Волинська обл., місто Володимир-Волинський, ВУЛИЦЯ 20 ЛИПНЯ, будинок 8А;;;0710200000;15800529;UA07020010000096841;2021.07.08 19:25:39
1010041;Волинська;Ковельський;;м.;Ковель;Ватутіна;вулиця;59;45005;Делівері Авто;;№ 08/09 від 19.09.2016;40851652;45005, Волинська обл., місто Ковель, ВУЛИЦЯ ВАТУТІНА, будинок 59;;;0710400000;15800543;UA07060190000036342;2021.07.08 19:25:39
1010042;;;Оболонський;м.;Київ;Новокостянтинівська;вулиця;22/15;4080;Делівері Авто;;№ 08/09 від 19.09.2016;40851668;04080, м.Київ, Оболонський район, ВУЛИЦЯ НОВОКОСТЯНТИНІВСЬКА, будинок 22/15;;;8038000000;15800535;UA80000000000551439;2021.07.08 19:25:39
1010043;;;Святошинський;м.;Київ;Святошинська;вулиця;32;03115;Делівері Авто;;№ 08/09 від 19.09.2016;40851673;03115, м.Київ, Святошинський район, ВУЛИЦЯ СВЯТОШИНСЬКА, будинок 32;;;8038600000;15800537;UA80000000000875983;2021.07.08 19:25:39
1010044;;;Дарницький;м.;Київ;БОРИСПІЛЬСЬКА;вулиця;9;02099;Делівері Авто;;№ 08/09 від 19.09.2016;40851689;02099, м.Київ, Дарницький район, ВУЛИЦЯ БОРИСПІЛЬСЬКА, будинок 9;;0B2E8E62-C92C-E211-9E9C-00155D053B5D;8036300000;15800533;UA80000000000210193;2021.07.08 19:25:39
1010045;Луганська;;;м.;Рубіжне;ПОМЕРАНЧУКА;вулиця;13-А;93003;Делівері Авто;;№ 08/09 від 19.09.2016;40851694;93003, Луганська обл., місто Рубіжне, ВУЛИЦЯ ПОМЕРАНЧУКА, будинок 13-А;;;4412500000;15800542;UA44120090000062828;2021.07.08 19:25:39
1010046;Київська;Києво-Святошинський;;м.;Вишневе;Промислова;вулиця;5;08132;Делівері Авто;;№ 08/09 від 19.09.2016;40851705;08132, Київська обл., Києво-Святошинський район, місто Вишневе, ВУЛИЦЯ ПРОМИСЛОВА, будинок 5;;;3222410600;15800532;UA32080090000011038;2021.07.08 19:25:39
1010047;Дніпропетровська;;Центральний;м.;Дніпро;Володимира Антоновича;вулиця;33;49101;Делівері Авто;;№ 08/09 від 19.09.2016;40851715;49101, Дніпропетровська обл., місто Дніпро, Центральний район, ВУЛИЦЯ ВОЛОДИМИРА АНТОНОВИЧА, будинок 33;Дніпро-4;;1210137500;15800545;UA12020010010639502;2021.07.08 19:25:39
1010048;Дніпропетровська;;Чечелівський;м.;Дніпро;Краснопільська;вулиця;23А;49033;Делівері Авто;;№ 08/09 від 19.09.2016;40851720;49033, Дніпропетровська обл., місто Дніпро, Чечелівський район, ВУЛИЦЯ КРАСНОПІЛЬСЬКА, будинок 23А;;;1210137800;15800536;UA12020010010757287;2021.07.08 19:25:39
1010049;Сумська;;Зарічний;смт.;Суми;Лінійна;вулиця;15;40007;Делівері Авто;;№ 08/09 від 19.09.2016;40851736;40007, Сумська обл., місто Суми, Зарічний район, ВУЛИЦЯ ЛІНІЙНА, будинок 15;;;5910136300;15800539;UA59080270010111002;2021.07.08 19:25:39
1010050;Одеська;Овідіопольський;;м.;Авангард;Базова;вулиця;11;67806;Делівері Авто;;№ 08/09 від 19.09.2016;40851741;67806, Одеська обл., Овідіопольський район, селище міського типу Авангард, ВУЛИЦЯ БАЗОВА, будинок 11;;;5123755200;15800544;UA51100010000023950;2021.07.08 19:25:39
1010051;Черкаська;;Соснівський;м.;Черкаси;14-ГО ГРУДНЯ;вулиця; 6/1;18036;Делівері Авто;;№ 08/09 від 19.09.2016;40851757;18036, Черкаська обл., місто Черкаси, Соснівський район, ВУЛИЦЯ 14-ГО ГРУДНЯ, будинок 6/1;Черкаси-2;;7110136700;15800540;UA71080490010259590;2021.07.08 19:25:39
1010052;Черкаська;Балтський;;м.;Корсунь-Шевченківський;Героїв Майдану;вулиця;8;19402;Делівері Авто;;№ 08/09 від 19.09.2016;40851762;19402, Черкаська обл., Корсунь-Шевченківський район, місто Корсунь-Шевченківський, ВУЛИЦЯ ГЕРОЇВ МАЙДАНУ, будинок 8;;3D3B6D45-B249-E211-AB75-00155D012D0D;7122510100;15800538;UA71080170000080118;2021.07.08 19:25:39
1010053;Запорізька;;;м.;Мелітополь;ІНТЕРКУЛЬТУРНА;вулиця;21/1;72312;Делівері Авто;;№ 08/09 від 19.09.2016;40851778;72312, Запорізька обл., місто Мелітополь, ВУЛИЦЯ ІНТЕРКУЛЬТУРНА, будинок 21/1;;;2310700000;15801317;UA23080070000068953;2021.07.08 19:25:39
1010054;Запорізька;;Вознесенівський;м.;Запоріжжя;Олександра Матросова;вулиця;15;69057;Делівері Авто;;№ 08/09 від 19.09.2016;40851783;69057, Запорізька обл., місто Запоріжжя, Вознесенівський район, ВУЛИЦЯ ОЛЕКСАНДРА МАТРОСОВА, будинок 15;;;2310137200;15800541;UA23060070010154443;2021.07.08 19:25:39
1010055;Донецька;;;м.;Бахмут;Мічуріна;вулиця;1-А;84507;Делівері Авто;;№ 04/12 від 06.12.2016;41021713;84507, Донецька обл., місто Бахмут, ВУЛИЦЯ МІЧУРІНА, будинок 1-А;;;1410300000;15800612;UA14020010000088496;2021.07.08 19:25:39
1010056;Донецька;Слов`янський;;м.;Слов`янськ;Поштова;вулиця;81;84122;Делівері Авто;;№ 04/12 від 06.12.2016;41021729;84122, Донецька обл., місто Слов'янськ, ВУЛИЦЯ ПОШТОВА, будинок 81;;;1414100000;15800598;UA14120210000056793;2021.07.08 19:25:39
1010057;Харківська;;Холодногірський;м.;Харків;Велика Панасівська;вулиця;185;61040;Делівері Авто;;№ 04/12 від 06.12.2016;41021734;61040, Харківська обл., місто Харків, Холодногірський район, ВУЛИЦЯ ВЕЛИКА ПАНАСІВСЬКА, будинок 185;;;6310137200;15800601;UA63120270010877312;2021.07.08 19:25:39
1010058;Житомирська;Новоград-Волинський;;м.;Новоград-Волинський;Шевченка;вулиця;54;11707;Делівері Авто;;№ 04/12 від 06.12.2016;41021744;11707, Житомирська обл., місто Новоград-Волинський, ВУЛИЦЯ ШЕВЧЕНКА, будинок 54;;;1824000000;15800602;UA18080000000016657;2021.07.08 19:25:39
1010059;Хмельницька;;;м.;Хмельницький;ПІЛОТСЬКА;вулиця;77/6;29026;Делівері Авто;;№ 04/12 від 06.12.2016;41021755;29026, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ПІЛОТСЬКА, будинок 77/6;;498409b0-8d63-e611-80fd-000d3a204dc8;6810100000;15800606;UA68040470000053519;2021.07.08 19:25:39
1890219;Дніпропетровська;;;м.;Першотравенськ;Горького;вулиця;4-Д;52801;allo;;№ 18/01/05 від 18.01.2021;;52801, Дніпропетровська обл., м.Першотравенськ, вул.Горького, 4-Д;;;1212600000;15802304;UA12140210000089021;2021.07.08 19:25:39
1890220;Донецька;;;м.;Лиман;Привокзальна;вулиця;19-Д/7;84404;allo;;№ 18/01/05 від 18.01.2021;;84404, Донецька обл., м.Лиман, вул.Привокзальна, 19-Д/7;;;1413300000;15802305;UA14120110000031497;2021.07.08 19:25:39
1890221;Харківська;Вовчанський;;м.;Вовчанськ;Торгова;вулиця;1;62504;allo;;№ 18/01/05 від 18.01.2021;;62504, Харківська обл., Вовчанський р-н., м.Вовчанськ, вул.Торгова, 1;;;6321610100;15802306;UA63140010000049419;2021.07.08 19:25:39
1890222;Харківська;;;м.;Красноград;Полтавська;вулиця;91/3;63304;allo;;№ 18/01/05 від 18.01.2021;;63304, Харківська обл., м.Красноград, вул.Полтавська, 91/3;;;6323310100;15802307;UA63060050000033240;2021.07.08 19:25:39
1890223;Полтавська;Решетилівський;;м.;Решетилівка;Покровська;вулиця;2/5;38400;allo;;№ 18/01/05 від 18.01.2021;;38400, Полтавська область, Решетилівський р-н., м.Решетилівка, вул.Покровська, 2/5;;;5324210100;15802308;UA53080390000027656;2021.07.08 19:25:39
1890224;Полтавська;Хорольський;;м.;Хорол;Небесної сотні;вулиця;50;37800;allo;;№ 18/01/05 від 18.01.2021;;37800, Полтавська обл., Хорольський р-н., м.Хорол, вул.Небесної Сотні, 50;;;5324810100;15802309;UA53040110000034949;2021.07.08 19:25:39
1890225;Полтавська;;;м.;Гадяч;Миру;вулиця;11, приміщення №1;37300;allo;;№ 18/01/05 від 18.01.2021;;37300, Полтавська обл., м.Гадяч, вул. Миру, 11, приміщення №1;;;5310300000;15802310;UA53060090000098426;2021.07.08 19:25:39
